WP, 94, 2026020200,   , BEST,   0,  64N, 1405E,  15, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2026020206,   , BEST,   0,  69N, 1400E,  15, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2026020212,   , BEST,   0,  76N, 1392E,  15, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2026020218,   , BEST,   0,  82N, 1376E,  15, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2026020300,   , BEST,   0,  86N, 1363E,  20, 1003, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2026020306,   , BEST,   0,  89N, 1356E,  20, 1003, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2026020312,   , BEST,   0,  90N, 1350E,  25, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 94, 2026020318,   , BEST,   0,  90N, 1341E,  25, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
WP, 02, 2026020400,   , BEST,   0,  88N, 1333E,  30, 1003, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TWO,TRANSITIONED, wpA42026 to wp022026, 
WP, 02, 2026020406,   , BEST,   0,  86N, 1326E,  35, 1002, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TWO,
WP, 02, 2026020412,   , BEST,   0,  83N, 1315E,  30, 1002, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TWO,
WP, 02, 2026020418,   , BEST,   0,  81N, 1305E,  30, 1001, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020500,   , BEST,   0,  80N, 1292E,  35, 1000, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020506,   , BEST,   0,  82N, 1280E,  40,  999, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020512,   , BEST,   0,  85N, 1269E,  45,  994, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020518,   , BEST,   0,  93N, 1258E,  40, 1001, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020600,   , BEST,   0,  97N, 1246E,  30, 1002, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020606,   , BEST,   0,  97N, 1236E,  30, 1004, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020612,   , BEST,   0,  98N, 1229E,  30, 1004, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020618,   , BEST,   0, 100N, 1223E,  20, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020700,   , BEST,   0, 106N, 1220E,  15, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020706,   , BEST,   0, 113N, 1217E,  15, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
WP, 02, 2026020712,   , BEST,   0, 117N, 1216E,  15, 1009, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, PENHA,
Analyzed by 223
