AL, 95, 2024101718,   , CHP6, 0, 155N,  810W,  20, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 95, 2024101800,   , CHP6, 0, 160N,  817W,  20, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 95, 2024101806,   , CHP6, 0, 166N,  825W,  20, 1012, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, INVEST,
AL, 15, 2024101812,   , CHP6, 0, 172N,  835W,  30, 1010, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FIFTEEN,
AL, 15, 2024101818,   , CHP6, 0, 174N,  845W,  30, 1009, TD,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, FIFTEEN,
AL, 15, 2024101900,   , CHP6, 0, 172N,  854W,  35, 1007, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024101906,   , CHP6, 0, 171N,  865W,  40, 1005, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024101912,   , CHP6, 0, 171N,  875W,  49, 1001, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024101918,   , CHP6, 0, 173N,  883W,  50,  995, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024102000,   , CHP6, 0, 172N,  895W,  45,  996, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024102006,   , CHP6, 0, 170N,  909W,  39,  998, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024102012,   , CHP6, 0, 167N,  923W,  35,  999, TS,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024102018,   , CHP6, 0, 163N,  938W,  27, 1001, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE,
AL, 15, 2024102100,   , CHP6, 0, 156N,  951W,  26, 1002, LO,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, NADINE
